identifier,digital resource locator,contributing repository,title,date created (W3CDTF),"date created (human readable, for approximate dates)",creator,rights,language,subject,type,extent,spatial,description,publisher,isPartOf,full text available (y/n)?,local data 1,local data 2,local data 3
131516491,https://catalog.archives.gov/id/131516491,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Baggott,1863-08-24,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Baggott at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516492,https://catalog.archives.gov/id/131516492,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary H. Baird,1863-09-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary H. Baird at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516493,https://catalog.archives.gov/id/131516493,National Archives at Philadelphia,Correspondence Relating to the Employment of Penelope Baker,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Penelope Baker at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516494,https://catalog.archives.gov/id/131516494,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Ball,1863-08-08,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Ball at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516495,https://catalog.archives.gov/id/131516495,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Baltz,1863-08-18,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Baltzat the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516496,https://catalog.archives.gov/id/131516496,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Ann Barens,1863-08-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Ann Barens at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516497,https://catalog.archives.gov/id/131516497,National Archives at Philadelphia,Correspondence Relating to the Employment of Hannah Barker,1863-10-12,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Hannah Barker at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516498,https://catalog.archives.gov/id/131516498,National Archives at Philadelphia,Correspondence Relating to the Employment of Sylvinia Barlow,1863-08-08,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sylvinia Barlow at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516499,https://catalog.archives.gov/id/131516499,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Barnes,1863-08-13,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Barnes at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516500,https://catalog.archives.gov/id/131516500,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Barr,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Barr at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516501,https://catalog.archives.gov/id/131516501,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Barr,1863-11-14,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Barr at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516502,https://catalog.archives.gov/id/131516502,National Archives at Philadelphia,Correspondence Relating to the Employment of Ms. Baryer,1863-10-19,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Baryer at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516503,https://catalog.archives.gov/id/131516503,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Baskville,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Baskville at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516504,https://catalog.archives.gov/id/131516504,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Bass,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Bass at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516505,https://catalog.archives.gov/id/131516505,National Archives at Philadelphia,Correspondence Relating to the Employment of Barbara Bassing,1863-10-20,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Barbara Bassing at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516506,https://catalog.archives.gov/id/131516506,National Archives at Philadelphia,Correspondence Relating to the Employment of Mag Bassinger,1863-08-12,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mag Bassinger at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516507,https://catalog.archives.gov/id/131516507,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Elizabeth Bates,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Elizabeth Bates at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516508,https://catalog.archives.gov/id/131516508,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth B. Bates,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth B. Bates at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516509,https://catalog.archives.gov/id/131516509,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Bates,1863-08-20,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Bates at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516510,https://catalog.archives.gov/id/131516510,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Bates,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Bates at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516511,https://catalog.archives.gov/id/131516511,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth A Baude,1863-07-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth A Baude at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516512,https://catalog.archives.gov/id/131516512,National Archives at Philadelphia,Correspondence Relating to the Employment of Martha A. Baxindine,1863-11-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Martha A. Baxindine at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516513,https://catalog.archives.gov/id/131516513,National Archives at Philadelphia,Correspondence Relating to the Employment of Lydia Baxter,1863-08-07,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Lydia Baxter at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516514,https://catalog.archives.gov/id/131516514,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Bayne,1863-08-15,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Bayne at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516515,https://catalog.archives.gov/id/131516515,National Archives at Philadelphia,Correspondence Relating to the Employment of Julia Beir,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Julia Beir at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516516,https://catalog.archives.gov/id/131516516,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Bell,1863-08-19,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,1,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Bell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516517,https://catalog.archives.gov/id/131516517,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Ann Bell,1863-07-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Ann Bell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516518,https://catalog.archives.gov/id/131516518,National Archives at Philadelphia,Correspondence Relating to the Employment of Maria Bellew,1863-08-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Maria Bellew at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516519,https://catalog.archives.gov/id/131516519,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Emelia Benkert,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Emelia Benkert at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516520,https://catalog.archives.gov/id/131516520,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Berlin,1863-08-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Berlin at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516521,https://catalog.archives.gov/id/131516521,National Archives at Philadelphia,Correspondence Relating to the Employment of Rebecca Bernard,1863-12-21,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,5,Philadelphia (Pa.),This file unit consists of recommendations for employment of Rebecca Bernard at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516522,https://catalog.archives.gov/id/131516522,National Archives at Philadelphia,Correspondence Relating to the Employment of Catherine Bispham,1863-10-09,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,5,Philadelphia (Pa.),This file unit consists of recommendations for employment of Catherine Bispham at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516523,https://catalog.archives.gov/id/131516523,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary A Berriman,1863-09-02,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary A. Berriman at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516524,https://catalog.archives.gov/id/131516524,National Archives at Philadelphia,Correspondence Relating to the Employment of Bridget Berryman,1863-11-16,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Bridget Berryman at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516525,https://catalog.archives.gov/id/131516525,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary C Bicknell,1863-08-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary C Bicknell at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516526,https://catalog.archives.gov/id/131516526,National Archives at Philadelphia,Correspondence Relating to the Employment of Susan Billsland,1863-07-15,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Susan Billsland at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516527,https://catalog.archives.gov/id/131516527,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Bishop,1863-07-29,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Bishop at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516528,https://catalog.archives.gov/id/131516528,National Archives at Philadelphia,Correspondence Relating to the Employment of S.R. Bishop,1863-09-17,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of S.R. Bishop at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516529,https://catalog.archives.gov/id/131516529,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Bissiek,1863-09-08,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Bissiek at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516530,https://catalog.archives.gov/id/131516530,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Blackwood,1863-08-04,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Blackwood at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516531,https://catalog.archives.gov/id/131516531,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Blandford,1863-10-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Blandford at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516532,https://catalog.archives.gov/id/131516532,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Bley,1863-07-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Bley at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516533,https://catalog.archives.gov/id/131516533,National Archives at Philadelphia,Correspondence Relating to the Employment of Harriett Bliss,1863-08-07,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Harriett Bliss at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516534,https://catalog.archives.gov/id/131516534,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Bond,1863-08-19,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Bond at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516535,https://catalog.archives.gov/id/131516535,National Archives at Philadelphia,Correspondence Relating to the Employment of Letitia A Boner,1863-08-13,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Letitia A. Boner at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516536,https://catalog.archives.gov/id/131516536,National Archives at Philadelphia,Correspondence Relating to the Employment of Eliza Boone,1863-09-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Eliza Boone at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516537,https://catalog.archives.gov/id/131516537,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Borland,1863-08-03,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Borland at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516538,https://catalog.archives.gov/id/131516538,National Archives at Philadelphia,Correspondence Relating to the Employment of Barbara Bosch,1863-08-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Barbara Bosch at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516539,https://catalog.archives.gov/id/131516539,National Archives at Philadelphia,Correspondence Relating to the Employment of Christena Bowers,1863-08-19,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Christena Bowers at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516540,https://catalog.archives.gov/id/131516540,National Archives at Philadelphia,Correspondence Relating to the Employment of Ann Maria Bowman,1863-09-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ann Maria Bowman at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516541,https://catalog.archives.gov/id/131516541,National Archives at Philadelphia,Correspondence Relating to the Employment of Harriet Boyd,1863-07-27,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Harriet Boyd at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516542,https://catalog.archives.gov/id/131516542,National Archives at Philadelphia,Correspondence Relating to the Employment of Margaret Boyd,1863-09-28,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Margaret Boyd at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516543,https://catalog.archives.gov/id/131516543,National Archives at Philadelphia,Correspondence Relating to the Employment of Annie Boyer,1863-08-25,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Annie Boyer at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516544,https://catalog.archives.gov/id/131516544,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah Boyer,1863-11-06,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah Boyer at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516545,https://catalog.archives.gov/id/131516545,National Archives at Philadelphia,Correspondence Relating to the Employment of Elizabeth Boyle,1863-08-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Elizabeth Boyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516546,https://catalog.archives.gov/id/131516546,National Archives at Philadelphia,Correspondence Relating to the Employment of Ellen Boyle,1863-11-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Ellen Boyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516547,https://catalog.archives.gov/id/131516547,National Archives at Philadelphia,Correspondence Relating to the Employment of Jane Boyle,1863-08-10,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Jane Boyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516548,https://catalog.archives.gov/id/131516548,National Archives at Philadelphia,Correspondence Relating to the Employment of Lucinda Boyle,1863-08-05,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,4,Philadelphia (Pa.),This file unit consists of recommendations for employment of Lucinda Boyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516549,https://catalog.archives.gov/id/131516549,National Archives at Philadelphia,Correspondence Relating to the Employment of Mary Boyle,1863-08-01,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,2,Philadelphia (Pa.),This file unit consists of recommendations for employment of Mary Boyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
131516550,https://catalog.archives.gov/id/131516550,National Archives at Philadelphia,Correspondence Relating to the Employment of Sarah R. Boyle,1863-11-30,,Schuylkill Arsenal,Public Domain,eng,"American Civil War, 1861-1865",Text,3,Philadelphia (Pa.),This file unit consists of recommendations for employment of Sarah R. Boyle at the Schuylkill Arsenal during the Civil War.,,"Recommendations for Employment at the Schuylkill Arsenal, 1861-1867",,,,
